Komentar,Preprocessed Text,Logistic Regression,Lexicon-Based
"📢Info Promo Cashback 50% Cinema XXI dan XXI Cafe pakai Digibank DBS  catat gais. Ini mantap cashbacknya! 👍  💫Min transaksi 50k, cashback 25k  ✅Pembayaran wajib pakai QRIS Digibank ✅Khusus pembelian di tempat  ⚠️Max 2x / bulan ⛔Tidak berlaku di The Premiere  📅Berlaku hingga… https://t.co/EuAFhvj4gq",info promo cafe catat mantap transaksi bayar wajib beli max laku laku,neutral,positive
"@HaloBCA saya semalem transaksi ke qris, saldo saya udah kepotong tapi pihak merchant belum nerima saldonya, gimana ya?",semalem transaksi potong nerima,neutral,positive
"@mandiricare saya transaksi via qris status tertunda,saldo tertahan,pengembalian harus lewat cs email tp ga drespon,tolong min",transaksi via status cs,negative,positive
Transaksi pertama dg QRIS di LN https://t.co/Ay0W5SANYA,transaksi ln,neutral,neutral
"“Mbak Taylor, tadi saya belanja dan bayar pakai QRIS. Kasirnya minta saya nunjukin bukti berhasil transaksi di layar HP saya lalu dia foto dan catat manual.”",mbak taylor belanja bayar bukti hasil transaksi hp foto catat manual,neutral,positive
"Luncurkan QRIS, Bank Mega Syariah Bukukan Transaksi Rp721 juta https://t.co/pG7XrVpW3c",luncur bank mega syariah transaksi rp juta,neutral,positive
"@madeandi Ada beberapa kesulitan : 1.Pelaku usaha masih gaptek karena gak bisa pengecekan real time pada aplikasi 2.terkadang,ada transaksi qris yg gak masuk ke rekening pelaku usaha. Tolong dimengerti ya jgn salty...",sulit laku usaha kece real time aplikasi transaksi rekening laku usaha tolong salty,neutral,positive
"@linkaja SAT SET? saya saja pake Qris langsung ditahan uang transaksi nya, tapi sudah masuk tagihan. SAT SET NYOLONG maksudnya ya?",sat set pake tahan uang transaksi tagih sat set maksud,negative,positive
"Kegiatan ini bertujuan untuk memberikan pemahaman kepada mahasiswa UIN KHAS Jember terkait  transaksi aman tanpa ribet melalui QRIS, cara untuk cinta, bangga, dan paham rupiah serta mengupas tuntas beasiswa Bank Indonesia dan GenBI. https://t.co/6YwHwTvtFo",giat tuju paham mahasiswa kait transaksi aman ribet cinta paham rupiah tuntas beasiswa bank indonesia,neutral,positive
"Kegiatan ini bertujuan untuk memberikan pemahaman kepada mahasiswa UIN KHAS Jember terkait  transaksi aman tanpa ribet melalui QRIS, cara untuk cinta, bangga, dan paham rupiah serta mengupas tuntas beasiswa Bank Indonesia dan GenBI. https://t.co/Hg7BXOP3mO",giat tuju paham mahasiswa kait transaksi aman ribet cinta paham rupiah tuntas beasiswa bank indonesia,neutral,positive
@HaloBCA Saya mau refund transaksi kirim menggunakan QRis karna saya kirim qris tapi saldo ny gak masuk di rek penerima sedangkan saldo saya sudah brkurang,transaksi kirim karna kirim terima,positive,positive
"halo @HaloBCA terjadi kegagalan transaksi QRIS tapi saldo berkurang, pihak dari QRIS sudah hubungi saya dan katanya harus konfirmasi ke bank",transaksi kurang hubung,neutral,positive
"(-): - gak ada opsi kartu mastercard/visa, cuma GPN - gak bisa contactless - kantor cabang &amp  ATM terbatas, itu pun gak ada ATM setor tunai - mobile banking belum ada fitur qris - masih kena charge meski EDC BCA (tarik tunai di BCA aman) - cocok buat simpanan bukan transaksi",opsi kartu kantor cabang batas tunai mobile fitur charge tunai aman cocok transaksi,positive,positive
"Mega Syariah Rilis Fitur QRIS, Transaksi Tembus Rp721 Juta https://t.co/6JHSwBjNfo",mega syariah rilis fitur transaksi tembus rp juta,neutral,neutral
"krn atm kadaluarsa alhasil hari ini segala transaksi hrs ngandelin qris. trs pas ke minimart merah oren, aku blg ke kasirnya 💁🏻‍♀️ pake qris (re: kris) ya mas 🙋🏻‍♂️ eh? hehehe pake apa mbak? kris, kyuris atau kiris?? hehe (cara ngmngnya ngenyek bgt) 💁🏻‍♀️ ......... 🙋🏻‍♂️ hehe",kadaluarsa alhasil transaksi hrs trs pas merah blg pake pake mbak,negative,positive
"@lucidamerta Hai Sobat BRI, mohon maaf atas kendala transaksi QRIS yang dialami. Kami lakukan pengecekan transaksi QRIS melalui BRImo normal ya, jika mengalami kendala, silakan kirim respon yang diterima dalam bentuk gambar melalui DM.  Sobat BRI harus tetap waspada, semua akun resmi (1)",sobat kendala transaksi alami laku kece transaksi normal alami kendala kirim respon terima bentuk gambar sobat waspada akun resmi,neutral,positive
000 nasabah BMS telah menggunakan fitur QRIS dengan total transaksi mencapai Rp 500 juta. Ini menunjukkan antusiasme tinggi dari nasabah BMS dalam mengadopsi teknologi pembayaran yang lebih praktis dan aman. Terima kasih PT Bank Mega Syariah,fitur total transaksi capai rp juta teknologi bayar praktis aman terima bank mega syariah,positive,positive
"@tanyakanrl Semua bisa,tpi klo mau transaksi kudu via qris",transaksi via,neutral,positive
"@mandiricare halo min selamat pagi, ada transaksi qris kemarin dan di livin merchant sudah ada proses pencairan juga dan berhasil, sudah dapet email statement untuk laporan 3/11/2023 juga. Tapi di rekening mandiri saya belum cair dan belum masuk di rekening",selamat pagi transaksi kemarin proses cair hasil dapet statement lapor rekening mandiri cair rekening,neutral,positive
"000 nasabah BMS telah menggunakan fitur QRIS di M-Syariah. Wah, mantap nih BMS! Semakin memudahkan transaksi kita semua.",fitur mantap transaksi,positive,positive
"@bankmandiri maksa banget ngaktifin CC mandiri shopee ternyata hanya untuk menjebakku, transaksi pake qris kalo ngga teliti tap dulu ke tabungan ya bakal kebayar pake CC. Giliran bayar tagihan motong saldonya berhasil, tapi statusnya masi tertagih mulu. Segitunya amat cari duit💀",maksa banget mandiri transaksi pake nga tabung pake gilir bayar tagih hasil mas mulu segitunya cari duit,negative,positive
"@mandiricare min, mohon info kendala pencairan qris merchant di laporan transaksi berhasil dicairkan pada 03 Nopember 2023 jam 16.00, tapi per laporan ini dibuat, dana belum masuk rekening. Detail sudah kirim via dm",info kendala cair lapor transaksi hasil jam lapor rekening detail kirim via,neutral,positive
"@linkaja Transaksi QRIS sudah 2 kali pending saldo sudah terpotong, solusi nya gimana min ?",transaksi solusi,neutral,positive
@sserayunjeen udaah kak aku kemarin jam 6/7an udah coba reinstall cuma tetep aja kalau dibuat transaksi tf/qris/topup keluarnya kaya giniii https://t.co/6fI2xMsirD,kemarin jam coba tetep transaksi keluar kaya gin,neutral,positive
"1 juta transaksi QRIS telah dilakukan oleh nasabah BMS. Wow, ini artinya semakin mudah dan praktis untuk bertransaksi di era digital!",juta transaksi mudah praktis era digital,positive,positive
"000 nasabah BMS telah menggunakan fitur QRIS di M-Syariah. Wah, mantap nih! Semakin memudahkan transaksi kita semua.",fitur mantap transaksi,positive,positive
apakah gopay coin yang kita dapet dari cashback tokped bisa buat bayar2 transaksi pake qris gopay?,dapet bayar transaksi pake,neutral,positive
"@ydlew cara ngitungnya: t = 700k c = 5% = 0.05 jika transaksi p &gt = 30k maka, dicari n integer dari t = c*p*n atau n = t/(c*p) = 467  maka butuh keluarin duit sebesar minimal  n*p= 14.01jt  itupun belum termasuk biaya administrasi QRIS  u/ c =0.1% per minimum p=1k t = 700k maka n*p=700jt",transaksi butuh keluarin duit minimal jt itu biaya jt,negative,positive
"cara ngitungnya: t = 700k c = 5% = 0.05 jika transaksi p &gt = 30k maka, dicari n integer dari t = c*min(p)*n atau n = 467   maka butuh keluarin duit sebesar minimal n*p= 14.01jt  itupun belum termasuk biaya administrasi QRIS  u/ c =0.1% per p&gt =1k  n = 700k maka n*p=700jt",transaksi butuh keluarin duit minimal jt itu biaya jt,negative,positive
"@danawallet Hi Admin, mau make sure apakah benar transaksi QRIS Dana bisa digunakan di negara Thailand? kalau iya apakah di setiap transaksi nya ada tamabahan biaya? Mohon infonya ya, thank you",admin make sure transaksi negara transaksi biaya thank,neutral,positive
"@ydlew Hi Kak,  Mohon maaf atas ketidaknyamanannya dan terima kasih atas masukan yng diberikan untuk paket QRIS Unlimited Plus.  Saat ini kami telah mengimplementasikan masukan tersebut pada paket QRIS Unlimited Plus dengan menghilangkan minimum transaksi.",terima masuk paket plus sat masuk paket plus transaksi,neutral,positive
"@IntanLintang1 Hai Kak, terkait pertanyaan kamu, transaksi QRIS menggunakan DANA di Thailand tdk ada tambahan biayanya ya Kak. Thanks -DN_",kait transaksi tambah biaya,neutral,positive
"1 juta transaksi menggunakan QRIS telah dilakukan oleh nasabah BMS. Wow, semakin mudah dan praktis untuk bertransaksi dengan M-Syariah!",juta transaksi mudah praktis,positive,positive
"@shishinny Hai Kak @shishinny, maaf buat Kakak nggak nyaman, terkait kendala transaksi QRIS Kakak dapat informasikan detail kendalanya melalui DM ke mimin. Mimin tunggu ya Kak.(1/3)",kakak nyaman kait kendala transaksi kakak detail,neutral,positive
"@idihibedihi Bisa dong Kak, untuk transaksi menggunakan QRIS blu dan bluDebit Card di mesin EDC nggak dikenakan biaya ya.",transaksi card mesin biaya,neutral,positive
"@KiiroNino Hai, Kak @KiiroNino. blu bisa kok Kak transaksi di Hokben menggunakan QRIS, jika ada transaksi Kakak yang nggak mendapatkan cashback, minblu saranin Kakak menghubungi layanan haloblu 1500668 agar dibantu lebih lanjut karena membutuhkan verifikasi data melalui telepon. (1/2)",transaksi transaksi kakak kakak hubung layan bantu butuh data telepon,neutral,positive
"@BNICustomerCare saya ada kendala malam ini, barusan transaksi QRIS di KKV, di rek bni sy terdebet, tp di mereka tidak masuk. Mereka pakai rek B*A. Saya jd harus bayar kembali menggunakan kartu debit dr bank yg sesuai dgn mesin EDC mereka yaitu B*A I want my money back ya BNI 😉",kendala malam barusan transaksi bayar kartu debit bank sesuai mesin back,neutral,positive
@KFCINDONESIA emang kalo transaksi qris sesusah itu yaa?,emang transaksi,neutral,positive
"Beli kartu perdana dan isi ulang kuota jadi makin mudah dengan #3DigiBox! Bayarnya bisa pakai QRIS lho, Gaes.  Yuk buruan cobain transaksi di #3DigiBox terdekat. Cek https://t.co/CMeR1U0Kzw  #IniWaktunyaKita https://t.co/UWG8XS8BcA",beli kartu isi ulang kuota mudah bayar buru cobain transaksi dekat cek,neutral,positive
"000 nasabah BMS telah menggunakan fitur QRIS di M-Syariah. Selain memudahkan transaksi, fitur QRIS juga memberikan keuntungan bagi nasabah dalam hal keamanan efisiensi. Jadi tunggu apa lagi, segera download aplikasi M-Syariah dan",fitur transaksi fitur untung aman efisiensi download aplikasi,positive,positive
"@mycarbonaraa fungsinya sama kok kaya bank2 lainnya, buat belanja, transaksi online, pembayaran ini itu, ohh bisa qris juga, dan untuk kartu nya seperti yng di gmbar udah bisa visa dan tab wifi",fungsi kaya bank belanja transaksi online bayar kartu,negative,positive
"1 juta transaksi QRIS telah dilakukan oleh nasabah BMS. Jadi tunggu apa lagi, segera download aplikasi M-Syariah dan nikmati kemudahan bertransaksi dengan fitur QRIS dari BMS!",juta transaksi download aplikasi nikmat mudah fitur,positive,positive
"000 nasabah BMS telah menggunakan fitur QRIS di M-Syariah dengan total transaksi mencapai Rp 1 miliar. Wow, mantap banget nih BMS! 👏 🏼 💰",fitur total transaksi capai rp miliar mantap banget,positive,positive
"Selamat datang di dunia baru! Bank Mega Syariah telah meluncurkan fitur QRIS di aplikasi M-Syariah. Nikmati kemudahan transaksi dengan teknologi terbaru ini, mulai dari 1 November 2023.",selamat dunia bank mega syariah fitur aplikasi nikmat mudah transaksi teknologi baru november,neutral,positive
QRIS Cross-Border Jadi Solusi Transaksi Ekspor Kopi Indonesia yang Lebih Mudah dan Efisien https://t.co/F7oub7A1iJ,solusi transaksi ekspor kopi indonesia mudah efisien,positive,positive
"Diskon 25% Fried Chicken Master dengan pembayaran Kartu Debit, Kartu Kredit dan Aplikasi QRIS khusus BRI  • Berlaku untuk Dine In dan Take Away • Minimal transaksi Rp100.000 • Maksimal diskon Rp50.000 https://t.co/PEWKZQgQlV",diskon bayar kartu debit kartu kredit aplikasi laku minimal transaksi rp maksimal diskon rp,neutral,positive
"@KFCINDONESIA mau tanya dong, kok saya td pagi transaksi pake qris sampe dua kali dinsuruh coba lagi sama kasir nya cuma gara gara di edc nya eia gak ke print, padahal itu udah beda bank dan transaksi berhasil lohh, tolong tindak lanjutnya dong",td pagi transaksi pake sampe coba gara print beda bank transaksi hasil tolong tindak,negative,positive
ngga bakal pke qris livin lagi😭jir lah saldo gua ketahan trnyata yg 35k kemarin transaksi dan yg sekarang katanya bakal ketahan juga kalo ngga isi bank pendukung gitu malah suruh isu sejuta MANA ADA ANJR GAU SGTU MALAH DI SURUH MINJEM LAGI😭😭😭FAKBKATA GUA TEH,nga pke gua trnyata kemarin transaksi nga isi bank dukung suruh isu juta suruh gua,neutral,positive
"@sezna_pisfa Pagi Kak @sezna_pisfa, dengan senang hati mimin jawab. Tentu ada dong Kak, pastikan Kartu Kredit BNI Kakak udah terdaftar di aplikasi BNI Mobile Banking melalui fitur My Credit Card ya. Setelah itu, untuk menggunakan transaksi QRIS dengan (1/6)",pagi senang hati pasti kartu kredit kakak daftar aplikasi mobile fitur card transaksi,neutral,positive
@sezna_pisfa @sezna_pisfa sumber dana kartu kredit berikut alurnya : 1. login BNI Mobile Banking 2. klik QRIS 3. scan QR 4. pembayaran QRIS dengan sumber dana Kartu Kredit BNI 5. masukkan password transaksi 6. transaksi berhasil. (2/6),sumber kartu kredit mobile klik qr bayar sumber kartu kredit masuk transaksi hasil,neutral,positive
"@BANKBRI_ID halo min, saya mau tanya apakah Tokopedia Card bs digunakan untuk transaksi dengan kode qris?",card transaksi kode,neutral,positive
"@sezna_pisfa Selamat pagi Ibu Sezna. Tersedia limit transaksi dengan QRIS merchant yaitu Rp10.000.000,00/transaksi atau Rp25.000.000,00/hari. Terima kasih - Hana",selamat pagi sedia transaksi rp transaksi rp terima,neutral,positive
"@LiatAjaX Udah paling bener bayar pake qris, settlement ke rekening owner  Rekrut akuntan, rekapin dah transaksi tiap hari, kasih akses ke bank buat tarik data tp ga bisa execute transfer.   Kena 0.7% ya ga gede2 amat kok, daripada kena uang palsu, uang lusuh, ditilep karyawan etc 🥸",bener bayar pake rekening owner transaksi akses bank data gede uang palsu uang karyawan etc,neutral,positive
"@bautruck Hai, #SobatRupiah. Sangat disayangkan atas kejadian yang dialami. Pada dasarnya QRIS dapat menerima seluruh transaksi pembayaran menggunakan QR, walaupun aplikasi pembayaran yang digunakan konsumen berbeda dengan penyelenggara QRIS di merchant ya. (1)",jadi alami dasar terima transaksi bayar qr aplikasi bayar konsumen beda,negative,positive
"@bautruck Jika kamu mengalami kendala transaksi menggunakan QRIS seperti yang dimaksud dan bermaksud untuk melaporkannya, kamu dapat menyampaikan pengaduan secara resmi ke Bank Indonesia dilengkapi dengan dokumen pengaduan antara lain: (2)",alami kendala transaksi resmi bank indonesia dokumen,neutral,positive
"@bautruck 6. Bukti dokumen pendukung lainnya  Setelah melengkapi dokumen di atas, silakan melampirkan dokumen tersebut ke alamat email: bicara@bi.go.id serta diinformasikan untuk nomor tiketnya yaitu BICAS-061123-00220-R. Semoga tidak terjadi kendala transaksi QRIS kedepannya. 🙏 (4)",bukti dokumen dukung dokumen dokumen bicara nomor tiket moga kendala transaksi,neutral,positive
"@asawauu Hai Sobat BRI, terima kasih atas ketertarikannya terhadap produk Kartu Kredit BRI. Belum bisa ya, kami informasikan transaksi QRIS dengan kartu kredit sebagai sumber dana dapat dilakukan menggunakan kartu kredit reguler. (1)",sobat terima produk kartu kredit transaksi kartu kredit sumber kartu kredit,neutral,positive
"buat kalian pengguna baru qris seabank atau  belum pernah melakukan transaksi qris di seabank, ada PROMO. minimal bayar 50k kalian dapat cashback 10k.   gestun promonya di aku yuk~ kalian bayar 50k kalian dapet cb 10k aku tfb 48k kalian untung 8k #zonauang #zonajajajan #zonaaba",transaksi promo minimal bayar bayar dapet cb untung,neutral,positive
"LinkAja ini E-Wallet paling unik di dunia, Sejak 2 November transaksi masih pending, sudah komplain tetep aja gaada penanganan.  😂😂😂 Akhirnya bayar Qris pake E-Wallet lainnya   @linkaja https://t.co/xgHiB7bnbN",dunia november transaksi komplain tetep gada tangan bayar pake,neutral,positive
"indibizPay merupakan aplikasi keuangan digital untuk Usaha Mikro Kecil dan Menengah Indonesia yang memiliki fitur utama pembayaran Quick Response Code Indonesian Standard (QRIS), top up dan tagihan Payment Point Online Banking (PPOB), dan pencatatan transaksi. https://t.co/YmJicApjYP",aplikasi uang digital usaha mikro tengah indonesia milik fitur utama bayar quick code standard top up tagih point online transaksi,neutral,positive
Menjembatani Perbatasan Transaksi : QRIS Cross-Border Majukan Ekonomi Indonesia dan ASEAN https://t.co/STRlLdU6lR,batas transaksi ekonomi indonesia asean,neutral,neutral
"Kegiatan ini berupa pemberian promo QRIS pembelian 1 liter minyak kepada para pekerja dengan cara scan QRIS Rp1,- sebanyak 10 kali scan ya bestie dan pada kegiatan ini diestimasi telah terjadi 2.000 transaksi QRIS, keren kan. https://t.co/G7QBfPK4PJ",giat beri promo beli liter minyak kerja rp giat transaksi keren,positive,positive
"Melalui kegiatan ini diharapkan mendorong peningkatan volume transaksi dan pengguna baru QRIS ya bestie, so bestie semuanya yuk terus gunakan QRIS ya dalam setiap transaksinya ya.",giat harap dorong tingkat volume transaksi,neutral,positive
"Hai QRIS bestie Dalam rangka mendorong perluasan elektronifikasi transaksi Pemda khususnya di Kabupaten Purbalingga, KPw BI Purwokerto berkolaborasi dengan Bakeuda, Bagian Hukum, Bagian Perekonomian Pemkab Purbalingga, Bank Jateng Pusat serta Bank Jateng cabang Purbalingga https://t.co/ojYh60Hi1x",rangka dorong transaksi pemda kabupaten hukum ekonomi pemkab bank jateng pusat bank jateng cabang,neutral,positive
