Komentar,Sentiment
Hai Sobat Jabar!  COMING SOON! Persiapkan diri Sobat untuk seru-seruan sekaligus semakin merasakan pengalaman kemudahan transaksi digital menggunakan QRIS. https://t.co/vLM0JQkR4j,neutral
"@lovinryujin jadi nanti transaksi nya pake qris aku, entar aku tf ke kamu dg sesuai nominal transaksi..kalau fee 1k",neutral
"@byu_id kenapa sih akhir2 ini jaringannya ilang2an mulu? Tiap jajan mau transaksi perbankan pake qris jadi susah. mana kaga ada duit cash, ngeselin lu",negative
"DISKON SEBANYAK INI MAU KAMU LEWATIN?😱 Manfaatin kesempatan ini dengan transaksi pakai QRIS di myBCA. Yuk, rasain langsung #NyamannyaDuniaMyBCA! Cek di https://t.co/tFXJ4iUnjp https://t.co/5r1zpjndvA",neutral
"@byu_id gw jadi naek angkot trus jalan kaki, karena gabisa pesen ojol. belom lagi gabisa transaksi online pake qris",neutral
"Anjir cok pantesan ga ada sinyal. Untung ga jadi transaksi pake qris, mana ga bawa debit",negative
slalu transaksi qris tiap ke alfa/indonaret alhasil jarang bawa dompet.  tdi kebetulan ga bawa cash juga trus minta tether mbak indomaret. mana di belakang ngantri pula anjjj keringat dingin pisan,positive
"@byu_id Pantesan, tadi belanja mo bayar pake qris eh error akhirnya minta tetring ke pedagangnya wkwkwk. Ayo min dipercepat yaa klo lagi diluar rumah jadi susah mo transaksi.",negative
"Dewapoker juga memberikan pilihan opsi transaksi yang sangat lengkap Mulai dengan opsi transfer bank dengan pilihan bank lengkap seperti BRI, BNI, BCA, Mandiri, Danamon, Jenius, Sinarmas Opsi transfer dengan QRIS https://t.co/scQyr7ftwe https://t.co/0wCyHznJ9V",neutral
"Jangan lewatkan kesempatan dapat cuan di akhir tahun!  Program ini adalah program akhir tahun dengan pemberian cashback sebesar Rp. 10.000,- kepada nasabah yang melakukan transaksi finansial (QRIS, top-up e-wallet, tarik tunai Indomaret, transfer ke bank lain, BI Fast, https://t.co/6WotBRdXzW",neutral
"-rl hi, ada yang tau gimana cara transaksi biar nama kita (bu-yer) gak keliatan? kalo kita bay-ar pakai qris b-ca gitu keliatan gak sih nama yg ba-yarnya?",neutral
"@primawansatrio Aku wktu itu mnta refund qris yg ke debit smpe 3 kali, tapi gagal transaksi, syaratnya bkin surat pernyataan, fotkop buku tabungan, fotkop debit, ektp, sama bukti transaksi gagal, prosesnya 2 Minggu",neutral
"@akudwidua Selamat Pagi kak, untuk perihal tersebut sebelum transaksi kakak bisa bertanya ke kepala kasir kami, untuk qris shopee apakah bisa digunakana, teirma kasih",neutral
"@gojekindonesia @gopayindonesia Min, cara detect no hp gopay pelanggan dari data transaksi QRIS gimana ya? Ada customer kelebihan bayar di toko saya, mau saya refund. Makasih",neutral
"Tujuannya apa sih, Kak? Tujuan dari kegiatan lomba ini adalah untuk mengasah skill kreativitas kita sekaligus mengkampanyekan penggunaan transaksi digital yang aman tanpa ribet melalui QRIS.",neutral
"Khusus 11 November 2023, transaksi pakai QR Pay PermataMobile X di merchant/outlet/toko yang memiliki kode QR berbasis/berlogo QRIS dapatkan cashback 50% hingga Rp30 ribu.   Promo berlaku pada 11 Nov 23',  S&amp K berlaku. Info lengkap: https://t.co/pnTG2Naf2x   #SemuaMakinBisa https://t.co/SKrXmzGmfW",neutral
"@caratstalk Pernah ngalayananin cust,pas mau foto bukti transaksi qris dia nanya “suka seventeen ya mba” “iya ka” “sama saya juga suka” sambil nunjukin case hp nya 😹btw gue pake case polos tp ada stiker nama nama snackventeen gitu trus ada gantunyan nama “scoups”. Akhirnya ada yg notice🥲",neutral
"Nonton di Jakarta World Cinema Week cuma bayar Rp25 Ribu aja?  Dapatkan harga spesial ini hanya dengan transaksi via QRIS di myBCA, promo hanya berlaku untuk pembelian tiket di CGV Grand Indonesia.  Perlu diingat kuota hanya 300 transaksi per harinya ya.  #JWCW2023 https://t.co/fHFNKuzHXo",neutral
"@saturnrs3 Transaksi seperti biasa aja pake debit blu nya, kalo kopken emang lagi promo bank, diskon 50% maks 25k 4x trx per bulan ( 4x debit card, 4x qris )",neutral
@BANKBRI_ID Kalian juga bisa reedem BRIpoin dapat voucher belanja dan ada juga cashback 10% setiap transaksi di merchant BRI pake QRIS di BRImo✨,neutral
@inibibollss Aku si adaa smua history payment di apk catatan keuangan sama lbh sering pake debit/qris yg pasti ada mutasi transaksi,neutral
"@rdwikya Hai Sobat BRI, mohon maaf atas kendala transaksi QRIS yang dialami. Guna tindak lanjut pembayaran QRIS yang gagal namun belum diterima pihak Merchant. Mohon kesediaannya pembuatan laporan melalui BRImo dengan cara Login&gt Akun&gt  Pusat Bantuan&gt  Ajukan Pengaduan&gt Gagal Bayar QRIS (1)",neutral
"😮‍💨 klaim refund transaksi gagal? Prosesnya 2 bulan? Ditolak? Buktinya keren sekali. Sungguh pelayanan prima @jadijago @DesignRant2  Tips: kalo sehari2 pake qris, cari provider yang ngirim email kalo transaksi gagal. Kalo nggak ya gini jadi 2 bulan ama ga dipercaya https://t.co/qpeQVXxfYl",neutral
"Halo mandiri care, saya melakukan 2 kali transaksi dengan menggunakan qris namun status pembayaran tertunda, dan saldo saya sudah terpotong sebanyak 2 kali juga. Mohon bantuannya untuk pengembalian dana. Terimakasih @mandiricare",neutral
"Duitku 60rebu lama skali proses refundnya gara2 gagal transaksi qris dr alfamidi, tolong dong kak aku juga butuh makan ni gajian masi lama 😔 kan refund doang apa susahnya sih @alfamidi_ku",negative
"Tandai qrisnya semuanya.. Jangan transaksi kalau dpt qris itu atas nama tika cell, soalnya kalau akun pasti ganti Terus Fix penipu""",negative
@rwinjun Qris itu yg tampilan qr bukan ya? Aku blm pernah transaksi pake qris gitu soalnya 🙏,neutral
"@BANGSAygSUJUD @99propaganda @alextham878 @are_inismyname @florieliciouss @Lembayung071 @Minietweets_ @mpoklela7 @bengkeldodo @Kimberley_2024 @Chaves1305 Wuihh.. transaksi pake apa dgn Allah lu? QRIS, e-banking, atau BG? sakit lu  Jelas buruk sangka lah penculik karakter"" buruk ga akan mungkin baik selamanya.. ok🤪😂""",negative
"Selamat Hari Kesehatan Nasional!   Biar gak rencana cuma buat nyenengin hati aja, kamu masih bisa mulai beri proteksi buat jasmani dari penyakit kritis, semudah tap-in dari transaksi QRIS, kok!  #Otto #BikinGampang #HariKesehatanNasional https://t.co/PQCIqRbtpQ",neutral
"@linkaja kak, mohon tindak lanjutnya. saya melakukan transaksi pembayaran via qris 2× lalu pending hingga sekarang, namun saldo sudah terpotong",neutral
8. Transaksi lebih dari 200k tidak diperkenankan menggunakan QRIS.,neutral
"@makeuyp Kak Izza mau tanya, tadi saya nemu di sb. Kalau kayak gini maksudnya apa ya? Apa kalau bikin QRIS Livin sekarang gak bakal kena biaya transaksi atau setelah 31 Desember 2023 semua pemilik QRIS Livin bakal dikenai biaya transaksi? https://t.co/JJaj5wksKZ",neutral
"@SEMANTlS Hai Kak @SEMANTlS, maaf udah buat Kakak nggak nyaman. Untuk kendala transaksi QRIS BNI Mobile Banking perlu dilakukan pengecekan dulu dari pihak BNI dan merchant, shg diperlukan untuk dokumen sebagai pelengkap dalam pengecekan tersebut ya. (1/2)",neutral
"Keapesan tu kadang salah satu cobaan yg kasih allah buat nguji kesabaran dan nguji apa kamu udah jadi org yg lebih bervalue. Contohnya dg gagal transaksi qris tp saldo ke debit 2x, dan kudu ngadepin si pemilik merchant yg mode bodo amat ~",negative
qris bisa di transaksi di bawah 200k ya ges. dabisku belom cair 😭😭,neutral
"@mandiricare aku transaksi qris gagal 3 kali, dapet email gagal juga, di livin juga keterangannya transaksi gagal tapi saldo kepotong 🥲 udah telfon call center cuma habisin pulsa, udah kirim email ga di bales, tolong @mandiricare",neutral
"@mandiricare hallo, saya melakukan transaksi menggunakan qris, tetapi keterangannya pembayaran tertunda, sedangkan saldo sudah terpotong. Mohon bantuannya",neutral
"@sylvkartika @xfo_id Mungkin menu Kirim/bayar di bagian bawah bisa diganti jadi riwayat transaksi dari semua saku aja kak, kan menu kirim/bayar sudah ada dibagian atas dan tengah untuk Qris, atau sebaliknya menu kirim/bayar di bagian atas diganti jadi riwayat transaksi semua saku. https://t.co/59CT5uk9xT",neutral
"@FirstMediaCares halo min, kemaren saya bayar tagihan first media melalui qris BCA transaksi gagal, saya coba lagi masih dengan jawaban yg sama, saya cek mutasi udah terdebit 2 kali dan saldo saya sudah berkurang, akhirnya saya bayar melalui Alfamidi, mohon dibantu min🙏🏼",neutral
"Kebiasaan pke qris dan mobilebanking, kalo hrs transaksi yg cm bisa pke debit, AKU PASTI LUPA PASSWORD ATMKU YAALLAH 😭😭😭",neutral
Wanita ini kaget saat mendapati sejumlah transaksi melalui Qris @kontakBRI yang sempat didokumentasikan ternyata tidak tercatat di lalu lintas uang pada rekeningnya.  https://t.co/DMfuCAFLux  Populer: Briptu Rembang Melawan Bu Mega Gus Mus Tokyo Dome,neutral
"Nasabah BCA Cerita Kehilangan Saldo Rp 68,5 Juta via Transaksi QRIS, Begini Kronologinya https://t.co/6P7I8rlI2B #TempoBisnis",neutral
"@afa2705 per transaksi di event Wealth Xpo, berlokasi di Universitas Sebelas Maret (UNS) dengan menggunakan scan QRIS OCTO Mobile sebagai metode pembayaran. 2. Berlaku 1 kali transaksi/akun OCTO Mobile di merchant yang berpartisipasi selama periode event (2/7)",neutral
"@afa2705 3. Promo berlaku untuk transaksi dengan scan QRIS OCTO Mobile dari sumber dana Tabungan, Kartu Kredit &amp  OCTO Pay, melalui EDC dan/atau QRIS statis. 4. Limit maksimum QRIS yang ditentukan oleh Bank Indonesia adalah Rp10.000.000. 5. Cashback akan dikreditkan real time (3/7)",neutral
"Jadi Duta QRIS, PJ Walikota Palembang Diminta Tingkatkan Transaksi Non Tunai https://t.co/Az0XhKHLco",neutral
"@convomfs Gak cuma BRI nderr, bank mandiri juga kayak gitu. Setiap transaksi, misal qris ada biaya admin 2.500, kemudian di  transaksi yg sama akan kepotong lagi 7000. Ini belum termasuk biaya kartu 10rb/bln. Kebayang kan, sehari berapa kali pakai qris, berapa kali trf.",neutral
"@convomfs jenius bisa sampe 0 (kalo hobi transaksi debit/qris ni enak pol dah), BCA bisa kayaknya tapi kmrn kalo ga salah ada peraturan baru, BNI min 20k",neutral
"Terkini: Cerita Nasabah BCA Kehilangan Saldo Rp 68,5 Juta via Transaksi QRIS, Mentan Ancam Pidanakan Distributor Pupuk Curang https://t.co/OqyayrVsxB #TempoBisnis",neutral
"Transaksi melalui QRIS di Kaltim mencapai Rp268,5 miliar https://t.co/dDS5mA3SN4",neutral
"Transaksi melalui QRIS di Kaltim mencapai Rp268,5 miliar https://t.co/hmCD7FeoeH",neutral
"@TheresiaWira @greenmilkoreo Hai Kak @TheresiaWira, maaf ya Kak atas kendalanya. Terkait kendala transaksi QRIS, mohon Kakak dapat menginformasikan detail keluhan melalui DM ya. (1/3)",neutral
"Salah satu nasabah Bank BCA bernama Evita menceritakan pengalamannya kehilangan uang senilai Rp 68,5 juta dari rekening tabungannya melalui transaksi QRIS di mobile banking BCA.   #StaySafe #MbangkingBCA",neutral
"Pake Livin kemaren transaksi tanpa mengeluarkan kartu, tinggal scan Qris trus pilih CC",neutral
"@anywy_ @tanyakanrl Mirip kartu e money. Buat transaksi cashless, tp skrg ada qris dan e-walet yg lebih praktis",positive
"@avvayah Halo, @avvayah. Transaksi yang disyaratkan seperti transfer ke Virtual Account BCA atau pembayaran via menu QRIS. Informasi lebih detail bisa kamu cek link berikut: https://t.co/DnM80ltxAg ^Riyo",neutral
"@parksophiece Halo Kak @parksophiece, mimin turut prihatin atas kejadian yang Kakak alami. Apakah Kakak di tanggal 06 November 2023 pernah melakukan transaksi QRIS dengan nominal Rp. 53.000,-?  Waspada ya Kak dengan info perubahan biaya transfer online antar bank (1/4)",neutral
"@parksophiece Pagi Kak @parksophiece, mimin turut prihatin atas kejadian yang Kakak alami. Apakah Kakak di tanggal 06 November 2023 pernah melakukan transaksi QRIS dengan nominal Rp. 53.000,-?  Waspada ya Kak dengan info perubahan biaya transfer online antar bank (1/4)",neutral
"@jxustright Hai, Kak @jxustright. Saat ini blu nggak ada kendala untuk transaksi QRIS Kak, boleh bantu kirimkan tampilan gambar pada saat mengalami kendala agar minblu bantu infokan lebih lanjut ya.",neutral
"@jaeminie_bal Hai, Kak @jaeminie_bal. Selama transaksi Kakak menggunakan QRIS blu di Kopi Kenangan tersebut maka bisa Dine In atau Take Away ya Kak. 😉",neutral
Repost @divhumaspolri  Quick Response Code Indonesian Standard (QRIS) memungkinkan transaksi nontunai yang cepat dan mudah melalui aplikasi dompet digital atau mesin kasir. https://t.co/HnmDfm5nTd,neutral
"Hallo gaes. Yuk yang butuh cek turnitin no repository, proses cepat, admin fast respon. Bisa merapat ke wa 👉🏻 https://t.co/1Ng1AsB5ec Transaksi bisa via QRIS loh. Yuk tunggu apa lagi, buruan.  #zonauang #zonabaᅠᅠᅠ https://t.co/DKL2cWVOmD",neutral
@sylvkartika Udah bisa transaksi qris internasional gak kak ? 😂,neutral
"yuk ges dabisku udah cair,, transaksi qris sudah aman",neutral
"Quick Response Code Indonesian Standard (QRIS) memungkinkan transaksi nontunai yang cepat dan mudah melalui aplikasi dompet digital atau mesin kasir. Namun, seiring dengan popularitasnya, muncul pula risiko penipuan melalui QRIS palsu.   Sumber: @IndonesiaBaikId https://t.co/ntYJj0DLui",neutral
"Quick Response Code Indonesian Standard (QRIS) memungkinkan transaksi nontunai yang cepat dan mudah melalui aplikasi dompet digital atau mesin kasir. Namun, seiring dengan popularitasnya, muncul pula risiko penipuan melalui QRIS palsu. Oleh karena itu, penting bagi kita untuk… https://t.co/yaPuzTK2V5",neutral
"Quick Response Code Indonesian Standard (QRIS) memungkinkan transaksi nontunai yang cepat dan mudah melalui aplikasi dompet digital atau mesin kasir. Namun, seiring dengan popularitasnya, muncul pula risiko penipuan melalui QRIS palsu. https://t.co/j5CIVJnN3x",neutral
"@wwowoon Hai, Kak @wwowoon. Saat ini belum ada untuk pembuatan QR Code dari blu Kak. Namun Kakak sudah bisa melakukan transaksi QRIS dari aplikasi blu ya. Mohon menunggu inovasi berikutnya. 😊",neutral
"Hallo gaes. Yuk yang butuh cek turnitin no repository, proses cepat, admin fast respon. Bisa merapat ke wa 👉🏻 https://t.co/1Ng1AsAxoE Transaksi bisa via QRIS loh. Yuk tunggu apa lagi, buruan.  #zonauang #zonabaᅠᅠᅠ https://t.co/EfFXXOuZ2V",neutral
"Siang min @BNI, ini kok tiba-tiba Mbankingku error kenapa yahh? Tadi pagi masih bisa untuk transaksi Qris padahal 🫠 https://t.co/eO3RopAaOi",neutral
"@rgoestama @timmymalachi Ini terjadi di Thailand, rata rata bank konvensionalnya udah operasional secara digital. Jadi digital wallet ga semassive di Indonesia karena difasilitasi bank konvensional. QRIS versi Thailand namanya promptpay, bisa connect ke bank apapun, via no telp dan ga ada biaya transaksi https://t.co/Ioenmd4Zr2",positive
"Hallo gaes. Yuk yang butuh cek turnitin no repository, proses cepat, admin fast respon. Bisa merapat ke wa 👉🏻 https://t.co/1Ng1AsB5ec Transaksi bisa via QRIS loh. Yuk tunggu apa lagi, buruan.  #zonauang #zonabaᅠᅠᅠ https://t.co/K6ho2d1UT3",neutral
"dengan buka rekening SeaBank, kamu juga bisa dapet macem2 keuntungan!  1. SEMUA GRATIS! bebas admin bulanan, transfer ke mana aja gratis! 2. DAPET BUNGA HARIAN dengan suku bunga 3,75% 3. BANYAK PROMO! cashback buat transaksi QRIS pertama, sampe voucher gratis ongkir Shopee, dll. https://t.co/dMHeSWfRvc",positive
"Transaksi QRIS UMKM Capai 1 Miliar, Bank Digital Kian Cuan? https://t.co/cCySg1MkXR",neutral
"@WidiHerl 3. Satu customer bisa mendapatkan maksimal 1x cashback/ hari /minggu/ bulan/ akun OCTO Mobile selama periode. 4. Cashback hanya diberikan untuk transaksi QRIS OCTO Mobile dari sumber dana Tabungan, Kartu Kredit &amp  Rekening Ponsel di mesin EDC/QR statis CIMB Niaga. (3/7)",neutral
"@HaloBCA halo min, saya mau tanya. Tadi pagi saya transaksi pake QRIS, pas pembayaran pertama gagal, terus saya ulangi yg kedua sukses tp kok saldonya terpotong 2x ya? Padahal yg pertama gagal. Ini nanti direfund otomatis atau gimana min? Terima kasih",neutral
"Yth, member home togel , bagi anda yang ingin melakukan transaksi cepat , bebas hambatan dan tentunya cepat , ayo tunggu apa lagi kini home togel menyediakan layanan QRIS . untuk info lebih lanjut silahkan anda kunjungi live chat kam https://t.co/boSKEgtaB3",neutral
"@nhana_astuti Kalau bisa bayar langsung pakai qris gapakai ke kasir lagi sih masih ok, tapi kalau kudu ke kasir lagi buat transaksi yaa malesin.",negative
Sudah terpercaya sejak 2015 Berapapun kemenangan pasti lunas !!! Transaksi depo QRIS hanya 1 detik #hyperslot88 https://t.co/4FuKxMvOYT,neutral
BCA buka suara atas adanya keluhan nasabah terkait transaksi QRIS dengan menggunakan BCA mobile. https://t.co/9rQmm8ovtv,neutral
@Y_Yosua Mohon maaf atas ketidaknyamanannya Bapak @Y_Yosua. Untuk saat ini tidak ada kendala terkait transaksi QRIS di BCA ya. :) Tks ^Jose,neutral
"ga lagi lagi deh pake qris @bankmandiri @livinpoin 🥺 udah 2x ikut promo cashback, katanya cashback masuk 7hari setelah transaksi udh berbulan2 cashback gamasuk🤧 mana sering failed pas transaksi tapi saldo berkurang🥴 meskipun habis lapor tetep balik sih dananya, tp lama",negative
"@qkeiji iyaaa, aku pake bca sama seabank pada bisa qris semua. jadi harusnya bni juga bisa sih... tapi mungkin lagi maintenance jadi gabisa transaksi?",neutral
"AyoPramuka semakin praktis dengan metode pembayaran QRIS melalui aplikasi, memberikan kemudahan dalam setiap transaksi dan mendukung Gerakan Pramuka menuju era pembayaran digital. https://t.co/WivRvC30PU",neutral
@nadoybibibila_ Dengan senang hati kami bantu infokan Bapak/Ibu Pelanggan. Pengembalian dana untuk transaksi QRIS ya Bapak/Ibu. :) Tks ^Jose,neutral
@HaloBCA pengembalian dari transaksi gagal? qris nya milik qris saya atau qris yang saya gunakan untuk transaksi sebelumnya?,neutral
@BankBCA Untuk QRIS digunakan di Singapore apa udh bisa min? Dan apakah harus di convert ke SGD dulu lalu bisa transaksi?,neutral
"Mulai November 2023, #QRIS sudah bisa digunakan di Singapura loh! Artinya, Sobat sudah bisa menggunakan QRIS untuk berbagai transaksi, seperti berbelanja di berbagai gerai di Negeri Singa tersebut.   #UbahPeluangJadiUang https://t.co/Y22lPBcP2f",neutral
